promoted,review,projects,salary,tenure,satisfaction,bonus,department_admin,department_engineering,department_finance,department_logistics,department_marketing,department_operations,department_retail,department_sales,department_support
0,0.31011924741183805,-0.47678410023296697,0,0.3082268113643111,-0.11502046536111601,0,False,False,False,False,False,False,False,False,True
0,-0.28527238015704154,-0.47678410023296697,1,-1.1116271607635833,0.8361213282318071,0,False,False,False,False,False,False,True,False,False
0,-0.04975853266243555,1.2583545276981924,1,-1.1116271607635833,-1.1869396694808743,0,False,False,False,False,False,True,False,False,False
0,1.157091772316288,1.2583545276981924,1,-0.40170017469963604,-0.6032222304087524,1,False,False,False,False,False,False,False,False,True
0,0.5711352933143873,-0.47678410023296697,1,-1.8215541468275305,-0.3147778523898718,0,False,False,False,False,False,True,False,False,False
0,-0.44772605017784,-0.47678410023296697,1,0.3082268113643111,-1.2193106249985806,0,False,False,False,False,False,False,True,False,False
0,-0.6718011764992318,-2.2119227281641263,1,1.0181537974282584,-0.6012691774986708,1,False,False,False,False,False,False,False,True,False
0,0.6452079346895505,-0.47678410023296697,2,-0.40170017469963604,0.9180675891632426,0,False,False,False,False,False,False,False,True,False
0,0.5687392084382954,-0.47678410023296697,1,0.3082268113643111,-0.49561621061019967,0,True,False,False,False,False,False,False,False,False
0,1.4074907554061584,1.2583545276981924,1,-1.1116271607635833,-0.9904366021365897,0,True,False,False,False,False,False,False,False,False
0,-1.5632749068893974,-0.47678410023296697,0,-0.40170017469963604,1.250660232269879,1,False,False,False,False,False,False,False,False,False
0,1.0629712191548932,1.2583545276981924,2,-0.40170017469963604,-1.9148358426024614,0,False,False,False,False,False,False,False,True,False
0,-0.7647598327527583,-0.47678410023296697,0,-1.1116271607635833,1.7414438853341594,0,False,False,False,True,False,False,False,False,False
0,-0.04128114232621031,-0.47678410023296697,2,-0.40170017469963604,0.9824457017417447,0,False,False,False,False,False,True,False,False,False
0,1.583134580580292,1.2583545276981924,0,-0.40170017469963604,-0.664236074921088,0,False,True,False,False,False,False,False,False,False
0,-1.0740049586991154,1.2583545276981924,0,-1.1116271607635833,0.9696784282620304,0,False,True,False,False,False,False,False,False,False
0,-0.23895822393533597,1.2583545276981924,1,-1.8215541468275305,1.4581422391576284,1,False,False,False,False,True,False,False,False,False
0,1.496581047972618,-0.47678410023296697,1,-1.1116271607635833,-0.6481305761337935,0,False,False,False,False,False,False,False,True,False
0,0.35278356718214415,1.2583545276981924,1,0.3082268113643111,-0.6359165300051366,0,False,True,False,False,False,False,False,False,False
0,-0.4930463605583882,-0.47678410023296697,1,1.0181537974282584,-0.3460227375105157,0,False,True,False,False,False,False,False,False,False
0,0.34051555727552374,-2.2119227281641263,1,-0.40170017469963604,-0.539483867013835,0,False,False,False,False,False,False,False,False,True
0,-1.0872950560722565,1.2583545276981924,1,1.7280807834922054,-0.24242625196055395,0,False,False,False,False,False,False,True,False,False
0,-0.2801159152026918,1.2583545276981924,1,0.3082268113643111,0.09330520869805105,0,True,False,False,False,False,False,False,False,False
0,-0.05595811656823233,1.2583545276981924,1,-0.40170017469963604,-1.3532056902401606,0,False,False,False,False,False,True,False,False,False
0,-0.13798005949039868,-0.47678410023296697,1,0.3082268113643111,-0.18803272157371012,0,False,True,False,False,False,False,False,False,False
0,-0.45073711627155977,1.2583545276981924,0,-0.40170017469963604,0.437524563066728,0,False,False,False,False,False,False,False,True,False
0,-1.1591231526784338,1.2583545276981924,1,-0.40170017469963604,1.4261272700574215,0,False,False,False,False,False,False,False,False,True
0,1.3170028355594119,1.2583545276981924,1,-1.1116271607635833,-0.4793303313519378,0,True,False,False,False,False,False,False,False,False
0,0.36938320633823934,-0.47678410023296697,2,0.3082268113643111,1.9075379257911282,0,False,False,False,False,False,False,True,False,False
0,0.9859609763411505,-0.47678410023296697,1,-0.40170017469963604,-0.8262893091842723,0,False,False,False,False,False,False,False,False,True
0,-0.6844195710745867,1.2583545276981924,1,0.3082268113643111,1.5337386780596474,0,False,False,False,False,False,False,True,False,False
0,0.7107518938047453,-0.47678410023296697,0,1.0181537974282584,1.7355509192439178,1,False,False,False,False,False,True,False,False,False
0,0.8127289826026477,1.2583545276981924,1,-1.8215541468275305,0.38855130447030883,1,False,False,False,False,False,True,False,False,False
0,0.5310298425829271,-0.47678410023296697,1,1.0181537974282584,-0.2999025108680732,0,False,False,True,False,False,False,False,False,False
0,-0.15579021719808242,-0.47678410023296697,1,1.0181537974282584,-0.28735084072085104,0,False,False,False,False,False,False,False,True,False
0,0.9524632546874944,1.2583545276981924,1,-0.40170017469963604,-1.2548535877087648,0,False,False,False,False,False,False,False,True,False
0,1.3772586873699284,-0.47678410023296697,2,0.3082268113643111,-0.8961351295897162,0,False,False,False,True,False,False,False,False,False
0,1.4717879920889465,-0.47678410023296697,1,-0.40170017469963604,-1.0142927210804678,0,False,False,False,False,False,False,True,False,False
0,-1.7770963272073164,1.2583545276981924,1,0.3082268113643111,0.8072251821706008,0,False,False,False,False,False,False,False,True,False
0,0.30561144723892575,-0.47678410023296697,1,-0.40170017469963604,0.7478960806612167,0,True,False,False,False,False,False,False,False,False
0,-1.9959968967087016,-0.47678410023296697,2,-0.40170017469963604,1.4795697423253817,0,False,True,False,False,False,False,False,False,False
0,-0.09246026482946734,1.2583545276981924,2,-0.40170017469963604,1.1819942960982797,0,False,False,False,False,False,False,True,False,False
0,1.4647847112616958,-0.47678410023296697,1,-0.40170017469963604,-0.6249496912810509,0,False,False,False,False,False,False,True,False,False
1,-0.7894690773939159,-0.47678410023296697,1,2.438007769556153,0.8642986179756061,0,False,True,False,False,False,False,False,False,False
0,1.4016579505485691,1.2583545276981924,2,-1.1116271607635833,-0.9290332896058132,0,False,False,True,False,False,False,False,False,False
0,-0.4224233302451139,-0.47678410023296697,0,0.3082268113643111,-0.6422278207845777,0,False,False,False,False,True,False,False,False,False
0,-0.20244014901406673,-0.47678410023296697,2,0.3082268113643111,-0.869670477283291,0,False,True,False,False,False,False,False,False,False
0,-0.5288471567902607,-0.47678410023296697,1,-1.1116271607635833,0.6432753861679675,0,False,False,False,True,False,False,False,False,False
0,1.0266064915120294,1.2583545276981924,0,-1.1116271607635833,-0.04113607846259556,0,False,False,False,False,False,True,False,False,False
0,0.9278639994009589,-0.47678410023296697,2,-0.40170017469963604,-0.863050397514225,1,False,True,False,False,False,False,False,False,False
0,0.7179103231723977,-0.47678410023296697,1,-0.40170017469963604,-0.37494310374786954,0,False,True,False,False,False,False,False,False,False
0,-0.23653942807882844,-0.47678410023296697,1,-0.40170017469963604,1.2428724838775673,0,False,False,False,False,False,True,False,False,False
0,-0.999174593737108,-0.47678410023296697,1,-1.1116271607635833,1.4753225157838699,1,False,False,False,False,False,False,False,True,False
0,1.2967326548423759,1.2583545276981924,1,-0.40170017469963604,-1.0797708069885976,0,False,False,False,False,False,True,False,False,False
0,0.9254759446839724,-0.47678410023296697,2,1.0181537974282584,-1.5242639716442594,0,False,False,False,False,True,False,False,False,False
0,1.0706811657055022,-0.47678410023296697,1,-1.1116271607635833,-0.3524242431050546,0,False,False,False,False,False,False,False,True,False
0,1.0890736760459254,-2.2119227281641263,2,0.3082268113643111,-0.4462599403369671,0,False,False,False,False,False,False,False,True,False
0,0.46649386743748156,-0.47678410023296697,1,-0.40170017469963604,-1.970273287878061,1,False,False,False,True,False,False,False,False,False
0,-1.6731296226244616,1.2583545276981924,1,-1.1116271607635833,1.927558861079221,0,False,False,False,False,False,False,True,False,False
0,0.02273253852066774,-0.47678410023296697,2,-1.1116271607635833,1.2494222628247573,0,False,False,False,False,False,False,False,False,False
0,0.6503815483526209,-0.47678410023296697,1,1.0181537974282584,-1.1928964724067557,0,True,False,False,False,False,False,False,False,False
0,-1.1926316434563564,-0.47678410023296697,2,1.7280807834922054,-0.07052279512850204,0,False,False,False,False,False,False,True,False,False
0,2.240162238967956,-0.47678410023296697,1,-1.1116271607635833,-1.4907277701343793,0,False,False,True,False,False,False,False,False,False
0,0.038914601678545394,-0.47678410023296697,1,0.3082268113643111,-1.244464095362719,0,True,False,False,False,False,False,False,False,False
0,0.5378195186159904,-0.47678410023296697,1,-1.1116271607635833,-1.0469256043892257,0,False,False,True,False,False,False,False,False,False
0,0.23977602425625563,-0.47678410023296697,1,1.0181537974282584,-0.014682872749552963,0,False,True,False,False,False,False,False,False,False
0,-0.008128067067580116,-0.47678410023296697,1,-1.1116271607635833,1.3603819285794823,0,False,False,False,False,False,False,True,False,False
0,2.1895033111325146,1.2583545276981924,1,-1.8215541468275305,-0.3388180863094187,0,False,False,False,False,True,False,False,False,False
0,0.07398592962750064,1.2583545276981924,2,2.438007769556153,-0.47136376797223223,0,False,False,False,False,False,False,False,True,False
0,-1.4063188612799362,-2.2119227281641263,1,1.7280807834922054,0.3085780773040045,0,False,False,False,False,False,False,False,True,False
0,0.0016683596887104503,-0.47678410023296697,1,-0.40170017469963604,0.2439034207021206,0,False,False,False,False,False,False,False,False,False
0,0.8154560918547361,-0.47678410023296697,0,-0.40170017469963604,-0.18319199894983895,0,False,True,False,False,False,False,False,False,False
0,-0.9298849344041126,1.2583545276981924,1,-1.1116271607635833,1.7963963840735717,0,False,False,False,False,False,False,False,False,False
0,-0.6432932541925246,-0.47678410023296697,1,1.0181537974282584,-0.6254365741206587,0,True,False,False,False,False,False,False,False,False
0,0.21833044941520144,1.2583545276981924,2,0.3082268113643111,-0.25025156183344965,0,False,True,False,False,False,False,False,False,False
0,1.599032903093998,-0.47678410023296697,1,-1.1116271607635833,-0.16418574287655416,1,False,False,False,False,True,False,False,False,False
0,-1.7328511382379115,-0.47678410023296697,1,1.7280807834922054,0.025419468771955,1,False,False,False,True,False,False,False,False,False
0,0.021911770742467803,-0.47678410023296697,1,-1.1116271607635833,-0.36775668747180995,0,False,False,False,False,False,False,True,False,False
0,0.7871030890184891,1.2583545276981924,1,-0.40170017469963604,-0.6248261622721487,0,False,False,False,False,False,False,True,False,False
0,0.8393290444035159,-0.47678410023296697,1,-0.40170017469963604,-1.1697511413573036,0,True,False,False,False,False,False,False,False,False
0,-1.1172215109488188,1.2583545276981924,2,-0.40170017469963604,1.7374772956763256,0,False,True,False,False,False,False,False,False,False
0,-0.38118112293915446,-0.47678410023296697,1,-1.1116271607635833,0.6711946172204276,1,False,False,False,False,False,False,True,False,False
0,0.7059582999915404,-0.47678410023296697,1,1.0181537974282584,-0.018899079741084776,0,False,False,False,True,False,False,False,False,False
0,0.5449768379625954,1.2583545276981924,1,1.0181537974282584,-0.7139589042387888,0,False,True,False,False,False,False,False,False,False
0,1.9491773214799695,1.2583545276981924,2,-1.1116271607635833,-1.4156139895331428,1,False,False,True,False,False,False,False,False,False
0,1.5084159840082267,-2.2119227281641263,1,-0.40170017469963604,-0.7686255263451589,0,False,False,False,False,False,False,False,True,False
0,0.1542402359516686,-0.47678410023296697,2,0.3082268113643111,-1.0125668621515413,0,False,False,False,False,True,False,False,False,False
0,-1.2072591290204988,-0.47678410023296697,1,-1.1116271607635833,0.911396746781351,0,False,False,False,False,False,False,False,True,False
0,-0.44362095246817396,-2.2119227281641263,1,1.0181537974282584,0.7455266762089259,0,False,True,False,False,False,False,False,False,False
0,1.4412769845460514,-0.47678410023296697,1,-1.1116271607635833,-0.270254917710621,1,False,False,False,False,False,False,True,False,False
0,-0.7872176376925056,1.2583545276981924,1,-1.1116271607635833,1.009887038283749,0,False,True,False,False,False,False,False,False,False
0,0.5496761909866903,2.993493155629352,1,1.0181537974282584,0.6729755041933335,0,False,True,False,False,False,False,False,False,False
0,-1.2090293868749382,-0.47678410023296697,1,-1.8215541468275305,-3.201441723160803,0,False,False,False,False,False,False,False,True,False
0,1.4843660912499184,-0.47678410023296697,1,-1.1116271607635833,-0.2907923555213744,0,False,False,False,False,False,False,True,False,False
0,-0.7200670709654727,1.2583545276981924,1,1.0181537974282584,0.49441785615068484,0,False,False,False,False,True,False,False,False,False
0,0.3562498455467243,-0.47678410023296697,1,-0.40170017469963604,0.3959164621315235,0,False,False,False,False,False,False,False,True,False
0,0.3369399578440533,-0.47678410023296697,1,1.0181537974282584,-0.068061003298785,0,False,False,False,False,False,True,False,False,False
0,-0.7709830214942067,-0.47678410023296697,0,2.438007769556153,-0.047740972662516895,1,False,False,False,False,False,True,False,False,False
0,1.5436380260324252,-0.47678410023296697,1,-1.8215541468275305,0.2939800783021446,0,False,False,False,False,False,False,False,False,True
0,-1.0230349410931423,1.2583545276981924,1,-1.8215541468275305,0.8134901139501606,0,False,False,False,False,False,False,True,False,False
0,-0.21210379567526114,-0.47678410023296697,1,1.0181537974282584,1.2745087767452477,0,False,False,False,False,False,False,False,True,False
0,2.6694207158928887,-0.47678410023296697,1,1.0181537974282584,0.14596436311408753,0,False,False,False,False,False,False,True,False,False
0,1.141440773556487,1.2583545276981924,0,0.3082268113643111,-1.360375805349286,1,False,False,False,False,False,False,True,False,False
0,1.078636274091213,-0.47678410023296697,1,-0.40170017469963604,-0.49107704409020786,1,False,False,False,False,True,False,False,False,False
0,-1.511067661545207,1.2583545276981924,2,-1.1116271607635833,2.673856523024753,0,False,False,False,False,False,False,False,True,False
0,0.5026793937377573,-2.2119227281641263,2,-2.5314811328914777,1.3643931468003727,0,False,False,False,False,False,False,True,False,False
0,0.018255673788361064,-0.47678410023296697,1,0.3082268113643111,-1.1704658771849281,0,False,True,False,False,False,False,False,False,False
0,1.0481328177910254,1.2583545276981924,1,-1.1116271607635833,0.1107566657076936,0,False,False,False,False,False,False,False,True,False
0,-1.2944899080702748,1.2583545276981924,1,-0.40170017469963604,2.645027258060136,0,False,False,False,False,False,False,True,False,False
0,-0.8115054947203123,-0.47678410023296697,1,0.3082268113643111,-0.7337640928972837,0,False,False,False,False,False,True,False,False,False
0,-0.6139837700296272,-0.47678410023296697,1,0.3082268113643111,-0.08632050229619176,0,False,True,False,False,False,False,False,False,False
1,0.08394104902423322,-0.47678410023296697,2,0.3082268113643111,-0.7666394073394317,0,False,True,False,False,False,False,False,False,False
0,-0.003508399065477816,-0.47678410023296697,1,-1.1116271607635833,0.5948450811266113,1,False,False,False,False,False,False,True,False,False
0,-0.5857012141848814,-0.47678410023296697,1,-1.1116271607635833,-1.3744223488752851,0,False,False,False,False,False,False,True,False,False
0,2.006173294409361,1.2583545276981924,1,-1.1116271607635833,-1.0236523236292268,0,False,False,False,False,False,False,False,False,True
0,2.7570282946227898,-0.47678410023296697,1,1.0181537974282584,-0.6992282327303804,0,False,False,False,False,False,False,False,True,False
0,0.2107138683606009,-0.47678410023296697,0,-0.40170017469963604,-1.6449001540546193,0,False,False,False,False,True,False,False,False,False
0,-1.7352915270083569,-0.47678410023296697,1,0.3082268113643111,1.5416605372217764,0,False,False,False,False,False,False,False,True,False
0,-0.8677309371804319,-0.47678410023296697,1,0.3082268113643111,0.13812376996901513,0,False,False,False,False,False,False,True,False,False
0,1.7812274430545205,-0.47678410023296697,0,-0.40170017469963604,-1.1530260027833215,0,False,False,False,False,False,False,False,True,False
0,1.4991617962637678,-0.47678410023296697,1,-0.40170017469963604,-0.29809483812386783,0,False,False,False,False,False,False,False,True,False
0,-0.6561255423762391,1.2583545276981924,2,0.3082268113643111,1.0219771996192633,0,False,True,False,False,False,False,False,False,False
0,-0.1342848202825774,-0.47678410023296697,1,0.3082268113643111,0.6007651175352451,0,False,True,False,False,False,False,False,False,False
0,1.6806364431044,1.2583545276981924,1,-1.1116271607635833,-0.33653199650518456,0,False,False,False,False,False,True,False,False,False
0,2.159264827131171,1.2583545276981924,1,-1.1116271607635833,-1.5459089859307276,1,False,False,False,False,False,True,False,False,False
0,1.478157545403742,1.2583545276981924,1,1.0181537974282584,1.077289355025925,1,False,False,False,False,False,False,False,False,False
0,0.1398644106080113,-0.47678410023296697,2,1.7280807834922054,0.25707355305465784,0,True,False,False,False,False,False,False,False,False
0,-0.20059078571826125,-0.47678410023296697,2,-0.40170017469963604,1.1852902421818665,0,False,True,False,False,False,False,False,False,False
0,2.287847310040108,-0.47678410023296697,2,-2.5314811328914777,-0.6356445979575209,0,False,False,False,False,False,True,False,False,False
0,1.1600642439059723,-0.47678410023296697,1,-1.1116271607635833,-0.7709969268101556,1,False,False,False,False,False,False,False,False,True
0,0.21374805353846435,-0.47678410023296697,0,-2.5314811328914777,2.098327692555368,0,False,False,False,False,False,False,False,True,False
0,0.3365623378722821,1.2583545276981924,1,-1.1116271607635833,0.40410538809445995,0,False,False,False,True,False,False,False,False,False
0,-0.6800296685031888,-0.47678410023296697,1,0.3082268113643111,1.48395927856771,0,False,True,False,False,False,False,False,False,False
0,-0.7038969856728285,-0.47678410023296697,1,0.3082268113643111,-1.2712715354287238,0,True,False,False,False,False,False,False,False,False
0,-0.5282932929898237,1.2583545276981924,2,-0.40170017469963604,1.2885864869216974,0,True,False,False,False,False,False,False,False,False
0,-0.017075510847309065,-0.47678410023296697,1,1.0181537974282584,1.4970487971440853,1,False,False,False,True,False,False,False,False,False
0,1.045508011065834,1.2583545276981924,2,0.3082268113643111,0.03618315099935109,0,False,True,False,False,False,False,False,False,False
0,-0.7605465315850944,-2.2119227281641263,1,1.0181537974282584,-0.3209971198142521,0,False,False,False,False,False,False,True,False,False
0,1.1981762826938696,-0.47678410023296697,1,0.3082268113643111,-0.38936263943461635,0,False,False,False,False,False,False,True,False,False
0,-0.9676053981741726,-0.47678410023296697,1,1.0181537974282584,-0.3461978812841924,0,False,False,False,False,False,False,True,False,False
0,0.8073113322236143,1.2583545276981924,0,1.0181537974282584,1.2856203120745406,0,False,False,False,False,False,False,False,False,True
0,-0.8132038167149458,-0.47678410023296697,1,-0.40170017469963604,0.794009474730412,0,True,False,False,False,False,False,False,False,False
0,-0.5703623487135376,-0.47678410023296697,1,1.7280807834922054,0.3760668374625299,0,False,False,False,False,False,False,False,True,False
0,-0.2823017478017619,-0.47678410023296697,0,-0.40170017469963604,0.3029753097385711,0,False,False,False,False,False,True,False,False,False
0,0.191059361598139,-0.47678410023296697,0,-0.40170017469963604,-0.4264395970850461,0,False,True,False,False,False,False,False,False,False
0,-0.5188977927067447,-0.47678410023296697,1,-1.1116271607635833,1.0078579298584847,1,False,False,False,False,False,False,True,False,False
0,-0.3360120900260928,1.2583545276981924,1,1.0181537974282584,-0.6775110990967766,0,False,False,False,True,False,False,False,False,False
0,1.1554038538222917,1.2583545276981924,1,-0.40170017469963604,-1.3052398509952552,0,False,False,False,False,False,True,False,False,False
0,1.9068120150152645,1.2583545276981924,1,-1.1116271607635833,-0.08914655939269284,0,False,False,False,False,False,False,False,False,True
0,-1.0028606836887393,-0.47678410023296697,1,-0.40170017469963604,0.7102143744968922,0,False,False,False,False,False,False,False,True,False
1,-1.8351985368448125,-0.47678410023296697,1,1.0181537974282584,-0.4313698167791897,0,False,False,False,True,False,False,False,False,False
0,1.8506062707587017,-0.47678410023296697,1,-0.40170017469963604,-1.3854090471797542,0,False,False,False,False,False,False,False,True,False
0,1.0192759383221233,-0.47678410023296697,1,-1.1116271607635833,-0.32925244976950924,0,False,False,False,False,False,False,False,False,True
0,0.894802654275146,-0.47678410023296697,1,1.0181537974282584,-0.015879394153855086,1,False,False,False,False,False,False,True,False,False
0,-0.20761438588451264,1.2583545276981924,1,0.3082268113643111,-1.3653035366094977,0,True,False,False,False,False,False,False,False,False
0,-0.9220825539261193,1.2583545276981924,0,1.0181537974282584,-0.20878698117776417,1,False,False,False,False,False,False,False,False,True
0,0.2086423450625884,1.2583545276981924,0,0.3082268113643111,0.06949845264810019,0,False,False,False,False,True,False,False,False,False
0,-0.20861475615291375,-0.47678410023296697,1,-1.8215541468275305,0.4683254041610386,0,False,False,False,False,False,False,True,False,False
0,0.39968529701067157,1.2583545276981924,1,1.0181537974282584,0.12017126816406318,0,False,False,False,False,False,False,True,False,False
0,-0.5505531123337928,-0.47678410023296697,1,1.0181537974282584,-0.6783569805881482,1,False,False,False,False,False,False,False,False,True
0,-0.2703184164187334,1.2583545276981924,1,-0.40170017469963604,-0.001745612968607983,0,False,True,False,False,False,False,False,False,False
0,-0.6451157261033393,-0.47678410023296697,1,1.0181537974282584,-0.09622540776083753,0,False,False,False,False,False,False,False,False,True
0,0.29539174562807924,1.2583545276981924,1,0.3082268113643111,1.2300662044067414,0,False,False,False,False,False,False,False,True,False
0,1.0974633662357696,-0.47678410023296697,2,1.0181537974282584,0.4467299188015842,0,True,False,False,False,False,False,False,False,False
0,-0.35452903441902567,-0.47678410023296697,1,-1.1116271607635833,1.1799566967089785,0,False,False,False,False,False,False,True,False,False
0,0.8321000236309439,1.2583545276981924,1,-0.40170017469963604,-1.4432824834603888,0,False,False,False,False,False,False,False,False,True
0,-0.6883774303560117,-0.47678410023296697,0,2.438007769556153,1.4396136032578981,0,False,False,False,False,False,False,True,False,False
0,0.9192911420980604,-0.47678410023296697,1,0.3082268113643111,-0.8931656555553665,1,False,False,False,False,False,False,True,False,False
0,0.29083715050482817,-0.47678410023296697,2,-1.1116271607635833,1.5916749729014905,1,False,False,False,False,False,False,False,False,False
0,2.007754717847525,-0.47678410023296697,0,-1.1116271607635833,-0.9705831593515674,1,False,False,False,False,False,False,True,False,False
0,-0.16981455402490608,-0.47678410023296697,2,1.0181537974282584,-0.2634081681353547,0,False,False,False,False,False,False,False,False,False
0,0.6295196703699003,-2.2119227281641263,1,1.0181537974282584,-0.5733365591171289,1,False,True,False,False,False,False,False,False,False
0,-0.6431771487709114,-0.47678410023296697,1,2.438007769556153,0.2732317519188757,1,False,False,True,False,False,False,False,False,False
0,0.8719319934316647,-0.47678410023296697,2,-0.40170017469963604,-1.9332162085376703,0,False,False,False,False,False,False,False,True,False
0,-1.8620438668300454,1.2583545276981924,1,-1.1116271607635833,1.763410666868702,1,False,True,False,False,False,False,False,False,False
0,-0.4498895150681238,-0.47678410023296697,1,-1.1116271607635833,-1.2260314147420837,0,False,False,False,True,False,False,False,False,False
0,-0.25704287585811564,-0.47678410023296697,1,-1.1116271607635833,0.1028784485610643,0,False,False,False,False,True,False,False,False,False
0,-0.2837102415917605,-0.47678410023296697,1,-1.8215541468275305,1.5691029571578645,1,False,True,False,False,False,False,False,False,False
0,0.9199999336432794,-0.47678410023296697,1,-1.1116271607635833,-0.07357436395171667,0,False,False,False,False,False,False,True,False,False
0,-1.376796480389604,1.2583545276981924,0,-1.1116271607635833,1.569003016351444,0,False,False,False,False,False,False,False,False,True
0,-0.4587687433756556,-0.47678410023296697,1,-1.1116271607635833,1.1441125179099751,0,False,False,False,False,False,False,True,False,False
0,-1.807087651217347,-0.47678410023296697,1,0.3082268113643111,0.6066783357333099,0,False,True,False,False,False,False,False,False,False
0,-0.10985271074573286,-0.47678410023296697,1,-1.8215541468275305,0.9362876212094018,1,False,False,False,False,False,True,False,False,False
0,-0.1908908162329397,-0.47678410023296697,1,1.0181537974282584,-0.011882688183023444,0,False,False,False,False,True,False,False,False,False
0,0.6886689600428745,1.2583545276981924,2,1.0181537974282584,-0.9541888376126486,0,False,False,False,False,False,True,False,False,False
0,-0.27896860513317884,-0.47678410023296697,1,-0.40170017469963604,0.470062376132395,1,False,False,False,False,False,False,True,False,False
0,0.5023404787366468,-0.47678410023296697,1,-1.1116271607635833,0.5316725315526474,0,False,False,False,False,False,False,False,True,False
0,0.21952840186427733,1.2583545276981924,0,2.438007769556153,0.31049077860509405,0,False,False,False,False,False,False,False,True,False
0,0.565949998178472,-0.47678410023296697,1,0.3082268113643111,-0.624393603857284,0,False,False,False,False,False,False,False,True,False
0,-1.2320404729899452,-0.47678410023296697,1,0.3082268113643111,0.3259375779172772,0,False,True,False,False,False,False,False,False,False
0,0.9012753287667044,-0.47678410023296697,1,-1.1116271607635833,0.018108633423822768,0,False,False,False,False,False,False,True,False,False
0,0.8564575554696796,-0.47678410023296697,1,-0.40170017469963604,-0.3864069022238518,0,False,False,False,False,False,False,False,True,False
0,0.26931756071102686,-0.47678410023296697,1,-1.1116271607635833,-0.37611621330860745,1,False,True,False,False,False,False,False,False,False
0,1.402792076086971,1.2583545276981924,1,-1.1116271607635833,-0.7910505899436188,1,False,False,False,False,False,False,True,False,False
0,-0.8065033929952771,-0.47678410023296697,0,-1.8215541468275305,1.9232567043907098,1,False,True,False,False,False,False,False,False,False
0,-0.4220753436297307,1.2583545276981924,0,-0.40170017469963604,0.6439308738118769,0,False,False,False,False,False,False,True,False,False
1,-0.023203585708562693,-0.47678410023296697,1,1.0181537974282584,1.1668677110691072,1,False,False,False,False,False,False,True,False,False
0,1.8110184462993548,-0.47678410023296697,2,-1.1116271607635833,-0.9615441158762048,1,False,True,False,False,False,False,False,False,False
0,0.8785860348812976,1.2583545276981924,2,-1.1116271607635833,0.5267224330919023,0,False,True,False,False,False,False,False,False,False
0,0.5862640067819638,-0.47678410023296697,2,-0.40170017469963604,-0.6257896890169281,1,False,False,False,False,False,False,False,True,False
0,-0.029676421959465533,-0.47678410023296697,1,0.3082268113643111,-0.563561452079179,0,False,False,False,False,False,True,False,False,False
0,1.2690902727184596,-0.47678410023296697,1,-1.8215541468275305,0.5739389898546856,0,False,False,False,False,False,False,False,False,True
0,-0.5651265405864113,-0.47678410023296697,1,1.7280807834922054,0.5591251135280634,0,False,False,False,False,False,True,False,False,False
0,-0.3266388443416436,1.2583545276981924,1,-1.8215541468275305,1.6883502245429138,0,False,True,False,False,False,False,False,False,False
0,-1.6475726357692724,1.2583545276981924,1,-1.1116271607635833,1.2350226550453287,0,False,False,False,False,False,False,False,True,False
0,-0.3899356703440019,-0.47678410023296697,2,0.3082268113643111,-1.134600121890375,1,False,False,False,False,False,False,False,True,False
0,-0.052678365800695015,-0.47678410023296697,1,3.1479347556201,0.6310111734845535,0,False,False,False,False,True,False,False,False,False
